round_id,date,hole_id,shot_num,club,club_category,shot_distance_yd,start_dist_to_pin_yd,end_dist_to_pin_yd,start_lat,start_lng,end_lat,end_lng,start_alt,end_alt,is_half_swing,lie_approx,is_tee,is_putt,penalties,category_approx,sg_shot_approx
27924130,2026-06-06,6,2,50 Wedge,Wedge,25.4,86.4,65.1,30.0601402,-95.5182464,30.059931577778,-95.518252538889,,,0,rough,0,0,0,approach,-0.731
27924130,2026-06-06,6,3,58 Wedge,Wedge,91.0,65.1,29.7,30.059931577778,-95.518252538889,30.059279,-95.5186757,,,0,rough,0,0,0,approach,-0.596
27924130,2026-06-06,6,4,50 Wedge,Wedge,16.6,29.7,13.2,30.059279,-95.5186757,30.0594157,-95.5186747,,,0,rough,0,0,0,short_game,-0.554
27924130,2026-06-06,6,5,50 Wedge,Wedge,0.4,13.2,13.6,30.0594157,-95.5186747,30.05941229,-95.51867372,,,0,rough,0,0,0,short_game,-0.641
27924130,2026-06-06,6,6,Putter,Putter,12.9,13.6,0.7,30.05941229,-95.51867372,30.059517278747,-95.518653507599,,,0,green,0,1,0,putting,0.048
27924130,2026-06-06,6,7,Putter,Putter,0.7,0.7,0.0,30.059517278747,-95.518653507599,30.059522686463,-95.518652466506,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,7,1,3 Wood,Wood,237.6,280.6,50.1,30.0607294,-95.5196666,30.062609361936,-95.520282201469,,,0,tee,1,0,0,off_tee,-0.009
27924130,2026-06-06,7,2,Pitching Wedge,Wedge,40.1,50.1,17.7,30.062609361936,-95.520282201469,30.0628921,-95.520479,,,0,fairway,0,0,0,approach,-0.689
27924130,2026-06-06,7,3,Pitching Wedge,Wedge,9.8,17.7,8.8,30.0628921,-95.520479,30.0628601,-95.5205643,,,0,rough,0,0,0,short_game,-0.414
27924130,2026-06-06,7,4,Putter,Putter,8.1,8.8,0.7,30.0628601,-95.5205643,30.0628743,-95.5206398,,,0,green,0,1,0,putting,-0.067
27924130,2026-06-06,7,5,Putter,Putter,0.7,0.7,0.0,30.0628743,-95.5206398,30.0628754642,-95.520645989927,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,8,1,Driver,Driver,269.9,374.6,116.9,30.0641497,-95.5198642,30.063984198151,-95.517306625843,,,0,tee,1,0,0,off_tee,0.107
27924130,2026-06-06,8,2,8 Iron,Iron,120.9,116.9,14.9,30.063984198151,-95.517306625843,30.0643281,-95.5162286,,,0,fairway,0,0,0,approach,-0.249
27924130,2026-06-06,8,3,Putter,Putter,14.3,14.9,0.7,30.0643281,-95.5162286,30.064418761496,-95.516314695745,,,0,green,0,1,0,putting,0.078
27924130,2026-06-06,8,4,Putter,Putter,0.7,0.7,0.0,30.064418761496,-95.516314695745,30.064422996858,-95.516318717817,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,9,1,Driver,Driver,242.5,431.3,189.5,30.0645873,-95.5151143,30.062686258092,-95.514417551458,,,0,tee,1,0,0,off_tee,-0.078
27924130,2026-06-06,9,2,Hybrid,Hybrid,82.5,189.5,122.6,30.062686258092,-95.514417551458,30.0622658,-95.5138019,,,0,fairway,0,0,0,approach,-0.726
27924130,2026-06-06,9,3,5 Iron,Iron,100.7,122.6,42.5,30.0622658,-95.5138019,30.0614594,-95.5140202,,,0,rough,0,0,0,approach,-0.526
27924130,2026-06-06,9,4,54 Wedge,Wedge,46.5,42.5,5.2,30.0614594,-95.5140202,30.061220761111,-95.513674477778,,,0,rough,0,0,0,approach,-0.0
27924130,2026-06-06,9,5,Putter,Putter,4.6,5.2,0.7,30.061220761111,-95.513674477778,30.061256983762,-95.513685505143,,,0,green,0,1,0,putting,-0.211
27924130,2026-06-06,9,6,Putter,Putter,0.7,0.7,0.0,30.061256983762,-95.513685505143,30.061262285103,-95.513687119046,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,10,1,Driver,Driver,265.8,363.7,111.0,30.0591246,-95.5119587,30.0584496,-95.5095563,,,0,tee,1,0,0,off_tee,0.1
27924130,2026-06-06,10,2,50 Wedge,Wedge,55.1,111.0,57.7,30.0584496,-95.5095563,30.0580498,-95.5093094,,,0,rough,0,0,0,approach,-0.638
27924130,2026-06-06,10,3,58 Wedge,Wedge,58.2,57.7,23.8,30.0580498,-95.5093094,30.0579055,-95.5087817,,,0,rough,0,0,0,approach,-0.4
27924130,2026-06-06,10,4,Putter,Putter,22.1,23.8,1.7,30.0579055,-95.5087817,30.057749141411,-95.508889276307,,,0,green,0,1,0,putting,0.035
27924130,2026-06-06,10,5,Putter,Putter,1.7,1.7,0.0,30.057749141411,-95.508889276307,30.057737365499,-95.508897378239,,,0,green,0,1,0,putting,0.266
27924130,2026-06-06,11,1,7 Iron,Iron,162.4,166.3,27.4,30.0578485,-95.5075647,30.0591333,-95.5071447,,,0,tee,1,0,0,approach,-0.48
27924130,2026-06-06,11,2,54 Wedge,Wedge,23.6,27.4,4.5,30.0591333,-95.5071447,30.0591097,-95.5069223,,,0,rough,0,0,0,short_game,-0.08
27924130,2026-06-06,11,3,Putter,Putter,3.9,4.5,0.7,30.0591097,-95.5069223,30.059088712165,-95.506894749739,,,0,green,0,1,0,putting,-0.262
27924130,2026-06-06,11,4,Putter,Putter,0.7,0.7,0.0,30.059088712165,-95.506894749739,30.05908509001,-95.50688999502,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,12,1,Driver,Driver,237.2,418.3,181.1,30.058724,-95.5049729,30.0605306,-95.5041234,,,0,tee,1,0,0,off_tee,-0.069
27924130,2026-06-06,12,2,5 Iron,Iron,109.6,181.1,76.4,30.0605306,-95.5041234,30.0614103,-95.5038969,,,0,rough,0,0,0,approach,-0.423
27924130,2026-06-06,12,3,50 Wedge,Wedge,104.6,76.4,28.3,30.0614103,-95.5038969,30.0620619,-95.5032481,,,0,rough,0,0,0,approach,-0.55
27924130,2026-06-06,12,4,50 Wedge,Wedge,50.2,28.3,22.1,30.0620619,-95.5032481,30.0617459,-95.5035556,,,0,rough,0,0,0,short_game,-0.744
27924130,2026-06-06,12,5,50 Wedge,Wedge,11.8,22.1,10.5,30.0617459,-95.5035556,30.061831070588,-95.503502805882,,,0,rough,0,0,0,short_game,-0.376
27924130,2026-06-06,12,6,Putter,Putter,9.8,10.5,0.7,30.061831070588,-95.503502805882,30.061892780418,-95.50344218993,,,0,green,0,1,0,putting,-0.024
27924130,2026-06-06,12,7,Putter,Putter,0.7,0.7,0.0,30.061892780418,-95.50344218993,30.061896957281,-95.503438087103,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,13,1,Driver,Driver,241.7,383.0,151.6,30.0619641,-95.5057339,30.061143680771,-95.507825352252,,,0,tee,1,0,0,off_tee,0.014
27924130,2026-06-06,13,2,5 Iron,Iron,131.1,151.6,32.3,30.061143680771,-95.507825352252,30.061383,-95.5090403,,,0,fairway,0,0,0,approach,-0.588
27924130,2026-06-06,13,3,54 Wedge,Wedge,23.9,32.3,8.7,30.061383,-95.5090403,30.0612595,-95.5092171,,,0,rough,0,0,0,approach,-0.225
27924130,2026-06-06,13,4,Putter,Putter,6.4,8.7,2.3,30.0612595,-95.5092171,30.061216423586,-95.509251375824,,,0,green,0,1,0,putting,-0.491
27924130,2026-06-06,13,5,Putter,Putter,1.7,2.3,0.7,30.061216423586,-95.509251375824,30.061203662866,-95.509258680835,,,0,green,0,1,0,putting,-0.579
27924130,2026-06-06,13,6,Putter,Putter,0.7,0.7,0.0,30.061203662866,-95.509258680835,30.061200620534,-95.509263950274,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,14,1,Driver,Driver,215.1,473.6,260.0,30.0625288,-95.5096626,30.063966787934,-95.508471764624,,,0,tee,1,0,0,off_tee,-0.335
27924130,2026-06-06,14,2,Hybrid,Hybrid,64.7,260.0,196.6,30.063966787934,-95.508471764624,30.0644037,-95.5081204,,,0,fairway,0,0,0,approach,-0.591
27924130,2026-06-06,14,3,5 Iron,Iron,64.5,196.6,142.9,30.0644037,-95.5081204,30.06453,-95.5075255,,,0,rough,0,0,0,approach,-0.519
27924130,2026-06-06,14,4,5 Iron,Iron,44.9,142.9,98.6,30.06453,-95.5075255,30.0648562,-95.5073253,,,0,rough,0,0,0,approach,-0.634
27924130,2026-06-06,14,5,Pitching Wedge,Wedge,112.4,98.6,23.3,30.0648562,-95.5073253,30.06566107785,-95.506800748408,,,0,rough,0,0,0,approach,-0.424
27924130,2026-06-06,14,6,Putter,Putter,13.7,23.3,20.0,30.06566107785,-95.506800748408,30.065638154785,-95.506673678756,,,0,rough,0,0,0,short_game,-0.592
27924130,2026-06-06,14,7,58 Wedge,Wedge,20.0,20.0,0.0,30.065638154785,-95.506673678756,30.065480564849,-95.506726864749,,,0,green,0,1,1,putting,0.218
27924130,2026-06-06,15,1,Driver,Driver,254.1,356.1,102.3,30.0659154,-95.5072768,30.064406394972,-95.508947186172,,,0,tee,1,0,0,off_tee,0.103
27924130,2026-06-06,15,2,7 Iron,Iron,62.0,102.3,40.4,30.064406394972,-95.508947186172,30.0639957,-95.5092968,,,0,rough,0,0,0,approach,-0.575
27924130,2026-06-06,15,3,58 Wedge,Wedge,52.8,40.4,12.9,30.0639957,-95.5092968,30.0636485,-95.5095985,,,0,rough,0,0,0,approach,-0.261
27924130,2026-06-06,15,4,Putter,Putter,12.2,12.9,0.7,30.0636485,-95.5095985,30.0637403,-95.5095513,,,0,green,0,1,0,putting,0.032
27924130,2026-06-06,15,5,Putter,Putter,0.7,0.7,0.0,30.0637403,-95.5095513,30.063745308749,-95.509548724695,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,16,1,9 Iron,Iron,146.4,119.1,29.0,30.0656724,-95.5099512,30.0667617,-95.5105431,,,0,tee,1,0,0,approach,-0.521
27924130,2026-06-06,16,2,54 Wedge,Wedge,11.8,29.0,17.9,30.0667617,-95.5105431,30.066710205405,-95.510448040541,,,0,rough,0,0,0,short_game,-0.477
27924130,2026-06-06,16,3,Putter,Putter,17.2,17.9,0.7,30.066710205405,-95.510448040541,30.066592821294,-95.510356864613,,,0,green,0,1,0,putting,0.152
27924130,2026-06-06,16,4,Putter,Putter,0.7,0.7,0.0,30.066592821294,-95.510356864613,30.066588271455,-95.510353330615,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,17,1,3 Wood,Wood,240.5,252.0,24.0,30.066162482285,-95.511866100132,30.064209660182,-95.511504001915,,,0,tee,1,0,0,off_tee,-0.078
27924130,2026-06-06,17,2,58 Wedge,Wedge,24.4,24.0,4.3,30.064209660182,-95.511504001915,30.0641854,-95.5112743,,,0,fairway,0,0,0,short_game,-0.286
27924130,2026-06-06,17,3,Putter,Putter,2.0,4.3,2.3,30.0641854,-95.5112743,30.06416996755,-95.511279636698,,,0,green,0,1,0,putting,-0.701
27924130,2026-06-06,17,4,Putter,Putter,1.7,2.3,0.7,30.06416996755,-95.511279636698,30.064156837311,-95.511284177268,,,0,green,0,1,0,putting,-0.579
27924130,2026-06-06,17,5,Putter,Putter,0.7,0.7,0.0,30.064156837311,-95.511284177268,30.064151585215,-95.511285993495,,,0,green,0,1,0,putting,0.013
27924130,2026-06-06,18,1,Driver,Driver,267.9,424.4,156.8,30.063699250551,-95.510058291256,30.061683701639,-95.511086247861,,,0,tee,1,0,0,off_tee,0.064
27924130,2026-06-06,18,2,7 Iron,Iron,151.8,156.8,5.0,30.061683701639,-95.511086247861,30.060582912364,-95.511765895002,,,0,fairway,0,0,0,approach,0.179
27924130,2026-06-06,18,3,Putter,Putter,4.3,5.0,0.7,30.060582912364,-95.511765895002,30.060551162242,-95.51178458857,,,0,green,0,1,0,putting,-0.223
27924130,2026-06-06,18,4,Putter,Putter,0.7,0.7,0.0,30.060551162242,-95.51178458857,30.060546277607,-95.511787464502,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,1,1,Driver,Driver,99.3,359.7,261.1,30.0578917,-95.5136962,30.057158366667,-95.513280166667,,,0,tee,1,0,0,off_tee,-0.667
28063887,2026-06-14,1,2,3 Wood,Wood,28.6,261.1,232.6,30.057158366667,-95.513280166667,30.0569558,-95.5131428,,,0,fairway,0,0,0,approach,-0.816
28063887,2026-06-14,1,3,5 Iron,Iron,169.8,232.6,64.3,30.0569558,-95.5131428,30.055870917143,-95.512126417143,,,0,rough,0,0,0,approach,-0.109
28063887,2026-06-14,1,4,54 Wedge,Wedge,59.3,64.3,18.4,30.055870917143,-95.512126417143,30.055503,-95.5117566,,,0,rough,0,0,0,approach,-0.26
28063887,2026-06-14,1,5,Putter,Putter,16.1,18.4,2.3,30.055503,-95.5117566,30.055404133393,-95.511858366474,,,0,green,0,1,0,putting,-0.256
28063887,2026-06-14,1,6,Putter,Putter,2.3,2.3,0.0,30.055404133393,-95.511858366474,30.055389806647,-95.511873113416,,,0,green,0,1,0,putting,0.434
28063887,2026-06-14,2,1,Pitching Wedge,Wedge,131.5,126.8,5.0,30.0547575,-95.5141338,30.0557996,-95.5144692,,,0,tee,1,0,0,approach,0.193
28063887,2026-06-14,2,2,Putter,Putter,4.3,5.0,0.7,30.0557996,-95.5144692,30.055770106261,-95.514446094242,,,0,green,0,1,0,putting,-0.223
28063887,2026-06-14,2,3,Putter,Putter,0.7,0.7,0.0,30.055770106261,-95.514446094242,30.055765568762,-95.514442539511,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,3,1,Driver,Driver,164.6,359.8,226.0,30.0567604,-95.5146709,30.0554215,-95.5149014,,,0,tee,1,0,0,off_tee,-0.44
28063887,2026-06-14,3,2,5 Iron,Iron,148.9,226.0,79.6,30.0554215,-95.5149014,30.054829,-95.5161392,,,0,rough,0,0,0,approach,-0.186
28063887,2026-06-14,3,3,58 Wedge,Wedge,85.0,79.6,7.5,30.054829,-95.5161392,30.054292,-95.5166555,,,0,rough,0,0,0,approach,0.053
28063887,2026-06-14,3,4,Putter,Putter,5.1,7.5,2.3,30.054292,-95.5166555,30.05433430537,-95.516657464178,,,0,green,0,1,0,putting,-0.528
28063887,2026-06-14,3,5,Putter,Putter,1.7,2.3,0.7,30.05433430537,-95.516657464178,30.054348,-95.5166581,,,0,green,0,1,0,putting,-0.579
28063887,2026-06-14,3,6,Putter,Putter,0.7,0.7,0.0,30.054348,-95.5166581,30.054353477852,-95.516658354329,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,4,1,Driver,Driver,285.6,543.1,276.6,30.0548809,-95.5167583,30.0568145,-95.5152176,,,0,tee,1,0,0,off_tee,-0.007
28063887,2026-06-14,4,2,5 Iron,Iron,132.1,276.6,146.6,30.0568145,-95.5152176,30.0578998,-95.5152813,,,0,fairway,0,0,0,approach,-0.262
28063887,2026-06-14,4,3,9 Iron,Iron,152.4,146.6,42.4,30.0578998,-95.5152813,30.0591489,-95.5154017,,,0,rough,0,0,0,approach,-0.438
28063887,2026-06-14,4,4,58 Wedge,Wedge,22.0,42.4,22.3,30.0591489,-95.5154017,30.0591668,-95.5151939,,,0,rough,0,0,0,approach,-0.626
28063887,2026-06-14,4,5,58 Wedge,Wedge,21.5,22.3,1.7,30.0591668,-95.5151939,30.0590957,-95.5150067,,,0,rough,0,0,0,short_game,0.349
28063887,2026-06-14,4,6,Putter,Putter,1.0,1.7,0.7,30.0590957,-95.5150067,30.059087482502,-95.515006339787,,,0,green,0,1,0,putting,-0.747
28063887,2026-06-14,4,7,Putter,Putter,0.7,0.7,0.0,30.059087482502,-95.515006339787,30.05908200417,-95.515006099645,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,5,1,Driver,Driver,276.9,357.8,89.5,30.0603288,-95.5152781,30.061214,-95.5177023,,,0,tee,1,0,0,off_tee,0.144
28063887,2026-06-14,5,2,54 Wedge,Wedge,68.8,89.5,24.0,30.061214,-95.5177023,30.061707,-95.5180221,,,0,rough,0,0,0,approach,-0.316
28063887,2026-06-14,5,3,Putter,Putter,21.7,24.0,2.3,30.061707,-95.5180221,30.061785024374,-95.51820702481,,,0,green,0,1,0,putting,-0.13
28063887,2026-06-14,5,4,Putter,Putter,2.9,2.3,0.7,30.061785024374,-95.51820702481,30.0617918,-95.518233,,,0,green,0,1,0,putting,-0.579
28063887,2026-06-14,5,5,Putter,Putter,0.7,0.7,0.0,30.0617918,-95.518233,30.06179343257,-95.518226953049,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,6,1,5 Wood,Wood,141.9,164.7,44.9,30.060949250909,-95.518352921818,30.0597872,-95.5182273,,,0,tee,1,0,0,approach,-0.625
28063887,2026-06-14,6,2,58 Wedge,Wedge,70.9,44.9,26.0,30.0597872,-95.5182273,30.0594939,-95.5188095,,,0,rough,0,0,0,approach,-0.648
28063887,2026-06-14,6,3,58 Wedge,Wedge,5.6,26.0,20.4,30.0594939,-95.5188095,30.0595196,-95.5187648,,,0,rough,0,0,0,short_game,-0.571
28063887,2026-06-14,6,4,Putter,Putter,19.7,20.4,0.7,30.0595196,-95.5187648,30.059609,-95.5186084,,,0,green,0,1,0,putting,0.214
28063887,2026-06-14,6,5,Putter,Putter,0.7,0.7,0.0,30.059609,-95.5186084,30.059612021262,-95.518603114487,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,7,1,Driver,Driver,76.0,352.8,281.3,30.0602103,-95.5195017,30.0608329,-95.5195617,,,0,tee,1,0,0,off_tee,-0.797
28063887,2026-06-14,7,2,Hybrid,Hybrid,220.9,281.3,60.8,30.0608329,-95.5195617,30.0624278,-95.5205663,,,0,rough,0,0,0,approach,0.133
28063887,2026-06-14,7,3,54 Wedge,Wedge,102.6,60.8,42.0,30.0624278,-95.5205663,30.063199,-95.5209617,,,0,rough,0,0,0,approach,-0.7
28063887,2026-06-14,7,4,54 Wedge,Wedge,29.2,42.0,13.1,30.063199,-95.5209617,30.0629967,-95.5208117,,,0,rough,0,0,0,approach,-0.252
28063887,2026-06-14,7,5,Putter,Putter,12.5,13.1,0.7,30.0629967,-95.5208117,30.0628986,-95.5207776,,,0,green,0,1,0,putting,0.036
28063887,2026-06-14,7,6,Putter,Putter,0.7,0.7,0.0,30.0628986,-95.5207776,30.062893350155,-95.52077577513,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,8,1,Driver,Driver,210.6,417.5,209.0,30.0642385,-95.5203031,30.0641607,-95.5183045,,,0,tee,1,0,0,off_tee,-0.232
28063887,2026-06-14,8,2,7 Iron,Iron,111.8,209.0,127.5,30.0641607,-95.5183045,30.0638076,-95.5173234,,,0,rough,0,0,0,approach,-0.403
28063887,2026-06-14,8,3,7 Iron,Iron,137.3,127.5,23.0,30.0638076,-95.5173234,30.06460386,-95.516398396,,,0,rough,0,0,0,approach,-0.33
28063887,2026-06-14,8,4,54 Wedge,Wedge,21.8,23.0,1.7,30.06460386,-95.516398396,30.0644332,-95.5163339,,,0,rough,0,0,0,short_game,0.357
28063887,2026-06-14,8,5,Putter,Putter,1.7,1.7,0.0,30.0644332,-95.5163339,30.064421115021,-95.516341370244,,,0,green,0,1,0,putting,0.266
28063887,2026-06-14,9,1,Driver,Driver,261.2,438.8,200.0,30.0647206,-95.5150588,30.062578232432,-95.514882691892,,,0,tee,1,0,0,off_tee,-0.114
28063887,2026-06-14,9,2,5 Iron,Iron,184.4,200.0,56.8,30.062578232432,-95.514882691892,30.0611914,-95.5141737,,,0,rough,0,0,0,approach,-0.267
28063887,2026-06-14,9,3,58 Wedge,Wedge,36.7,56.8,26.9,30.0611914,-95.5141737,30.0611579,-95.5138272,,,0,rough,0,0,0,approach,-0.454
28063887,2026-06-14,9,4,Putter,Putter,26.3,26.9,0.7,30.0611579,-95.5138272,30.0613182,-95.5136598,,,0,green,0,1,0,putting,0.338
28063887,2026-06-14,9,5,Putter,Putter,0.7,0.7,0.0,30.0613182,-95.5136598,30.0613222672,-95.513655552658,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,10,1,Driver,Driver,269.1,389.3,122.5,30.0592576,-95.5122191,30.0581218,-95.5100248,,,0,tee,1,0,0,off_tee,0.117
28063887,2026-06-14,10,2,Pitching Wedge,Wedge,83.6,122.5,39.0,30.0581218,-95.5100248,30.057934,-95.5092606,,,0,fairway,0,0,0,approach,-0.735
28063887,2026-06-14,10,3,58 Wedge,Wedge,33.9,39.0,5.4,30.057934,-95.5092606,30.0578238,-95.5089644,,,0,rough,0,0,0,approach,-0.043
28063887,2026-06-14,10,4,Putter,Putter,4.7,5.4,0.7,30.0578238,-95.5089644,30.0578217,-95.5089198,,,0,green,0,1,0,putting,-0.199
28063887,2026-06-14,10,5,Putter,Putter,0.7,0.7,0.0,30.0578217,-95.5089198,30.0578214022,-95.508913475274,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,11,1,6 Iron,Iron,111.8,160.4,61.6,30.0582509,-95.5080288,30.058967,-95.5073623,,,0,tee,1,0,0,approach,-0.712
28063887,2026-06-14,11,2,58 Wedge,Wedge,56.6,61.6,5.0,30.058967,-95.5073623,30.059002097034,-95.506825732343,,,0,rough,0,0,0,approach,0.123
28063887,2026-06-14,11,3,Putter,Putter,2.7,5.0,2.3,30.059002097034,-95.506825732343,30.059003749542,-95.506800467771,,,0,green,0,1,0,putting,-0.644
28063887,2026-06-14,11,4,Putter,Putter,1.7,2.3,0.7,30.059003749542,-95.506800467771,30.059004782357,-95.506784677413,,,0,green,0,1,0,putting,-0.579
28063887,2026-06-14,11,5,Putter,Putter,0.7,0.7,0.0,30.059004782357,-95.506784677413,30.059005195483,-95.50677836127,,,0,green,0,1,0,putting,0.013
28063887,2026-06-14,12,1,Driver,Driver,265.2,428.4,205.0,30.0586049,-95.5051462,30.0601241,-95.5033386,,,0,tee,1,0,0,off_tee,-0.177
28063887,2026-06-14,12,2,Hybrid,Hybrid,47.9,205.0,157.0,30.0601241,-95.5033386,30.060517214815,-95.503373188889,,,0,rough,0,0,0,approach,-0.522
28063887,2026-06-14,12,3,5 Wood,Wood,78.5,157.0,78.9,30.060517214815,-95.503373188889,30.0611584,-95.5034579,,,0,rough,0,0,0,approach,-0.529
28063887,2026-06-14,12,4,58 Wedge,Wedge,94.3,78.9,47.2,30.0611584,-95.5034579,30.0618265,-95.5030021,,,0,rough,0,0,0,approach,-0.687
28063887,2026-06-14,12,5,50 Wedge,Wedge,47.5,47.2,1.7,30.0618265,-95.5030021,30.0617933,-95.5034517,,,0,rough,0,0,0,approach,0.579
28063887,2026-06-14,12,6,Putter,Putter,1.7,1.7,0.0,30.0617933,-95.5034517,30.061806918002,-95.503449911604,,,0,green,0,1,0,putting,0.266
28063887,2026-06-14,13,1,Driver,Driver,146.9,418.5,294.3,30.0620974,-95.5054321,30.0612803,-95.5064602,,,0,tee,1,0,0,off_tee,-0.737
28063887,2026-06-14,13,2,5 Iron,Iron,152.2,294.3,142.2,30.0612803,-95.5064602,30.0611792,-95.5079019,,,0,rough,0,0,0,approach,-0.038
28063887,2026-06-14,13,3,7 Iron,Iron,149.8,142.2,23.1,30.0611792,-95.5079019,30.060955886667,-95.509301576667,,,0,rough,0,0,0,approach,-0.278
